"name","battery_level","version_name","device_id","timestamp"
com.dts.freefireth,0.89,"1.17.1",3383,2018-06-17 03:55:49
com.dts.freefireth,0.80,"1.17.1",3383,2018-06-17 04:13:19
com.dts.freefireth,0.80,"1.17.1",3383,2018-06-17 04:13:49
com.dts.freefireth,0.79,"1.17.1",3383,2018-06-17 04:14:19
com.dts.freefireth,0.79,"1.17.1",3383,2018-06-17 04:14:49
com.dts.freefireth,0.79,"1.17.1",3383,2018-06-17 04:15:19
com.dts.freefireth,0.78,"1.17.1",3383,2018-06-17 04:15:49
com.dts.freefireth,0.78,"1.17.1",3383,2018-06-17 04:16:19
com.dts.freefireth,0.44,"1.17.1",3383,2018-06-17 05:17:47
com.dts.freefireth,0.44,"1.17.1",3383,2018-06-17 05:18:17
com.dts.freefireth,0.44,"1.17.1",3383,2018-06-17 05:18:47
com.dts.freefireth,0.43,"1.17.1",3383,2018-06-17 05:19:17
com.dts.freefireth,0.43,"1.17.1",3383,2018-06-17 05:19:47
com.dts.freefireth,0.42,"1.17.1",3383,2018-06-17 05:20:17
com.dts.freefireth,0.41,"1.17.1",3383,2018-06-17 05:21:18
com.dts.freefireth,0.16,"1.17.1",3383,2018-06-17 05:50:17
com.dts.freefireth,0.27,"1.17.1",3383,2018-06-17 07:38:27
com.dts.freefireth,0.26,"1.17.1",3383,2018-06-17 07:42:27
com.dts.freefireth,0.25,"1.17.1",3383,2018-06-17 07:43:57
com.dts.freefireth,0.24,"1.17.1",3383,2018-06-17 07:45:27
com.dts.freefireth,0.23,"1.17.1",3383,2018-06-17 07:46:27
com.dts.freefireth,0.22,"1.17.1",3383,2018-06-17 07:47:57
com.dts.freefireth,0.21,"1.17.1",3383,2018-06-17 07:51:27
com.dts.freefireth,0.20,"1.17.1",3383,2018-06-17 07:51:57
com.dts.freefireth,0.55,"1.17.1",3383,2018-06-17 10:57:49
com.dts.freefireth,0.55,"1.17.1",3383,2018-06-17 10:58:20
com.dts.freefireth,0.54,"1.17.1",3383,2018-06-17 11:04:20
com.dts.freefireth,0.53,"1.17.1",3383,2018-06-17 11:07:20
com.dts.freefireth,0.52,"1.17.1",3383,2018-06-17 11:10:20
com.dts.freefireth,0.58,"1.17.1",3383,2018-06-17 12:10:33
com.dts.freefireth,0.57,"1.17.1",3383,2018-06-17 12:13:33
